task,policy,budget,k,genotype_id,R_0,R_k_oracle,R_k_adaptive,R_B_pi,delta
MA90,greedy_ssm,384,1,1011010011100100,9.45992,9.96718,9.96718,10.04266,0.06023
MA90,greedy_ssm,384,1,1011010011110000,9.45078,9.87361,9.87361,10.05577,0.06023
MA90,greedy_ssm,384,1,1011010100001110,8.99344,9.60365,9.60365,9.98627,0.06023
MA90,greedy_ssm,384,1,1011010100110100,9.53247,9.83486,9.83486,9.99231,0.06023
MA90,greedy_ssm,384,1,1011010101110100,9.66259,9.93325,9.93325,10.07925,0.06023
MA90,greedy_ssm,384,1,1011010101110111,9.88206,9.9796,9.9796,10.09711,0.06023
MA90,greedy_ssm,384,1,1011010110000101,9.08367,9.72802,9.72802,9.97887,0.06023
MA90,greedy_ssm,384,1,1011010111101000,9.6258,9.92448,9.92448,10.09825,0.06023
MA90,greedy_ssm,384,1,1011011001000111,9.10955,9.77298,9.77298,10.10137,0.06023
MA90,greedy_ssm,384,1,1011011010011010,9.10298,9.72447,9.72447,9.88825,0.06023
MA90,greedy_ssm,384,1,1011011010011011,9.16988,9.7326,9.7326,9.93069,0.06023
MA90,greedy_ssm,384,1,1011011101000100,9.37987,9.84299,9.84299,10.09567,0.06023
MA90,greedy_ssm,384,1,1011011101000111,9.42302,9.91173,9.91173,10.13258,0.06023
MA90,greedy_ssm,384,1,1011011111010111,9.52394,9.89043,9.89043,10.10097,0.06023
MA90,greedy_ssm,384,1,1011100000100111,9.91488,9.99148,9.99148,10.07077,0.06023
MA90,greedy_ssm,384,1,1011100001111111,9.96598,9.96598,9.96598,10.0644,0.06023
MA90,greedy_ssm,384,1,1011100010000101,9.50847,9.81943,9.81943,9.94208,0.06023
MA90,greedy_ssm,384,1,1011100010100100,9.80784,9.87484,9.87484,10.01655,0.06023
MA90,greedy_ssm,384,1,1011100011011110,9.6283,9.7864,9.7864,10.11496,0.06023
MA90,greedy_ssm,384,1,1011100011101111,9.92692,10.04262,10.04262,10.14238,0.06023
MA90,greedy_ssm,384,1,1011100100011011,9.87337,9.91713,9.91713,9.97852,0.06023
MA90,greedy_ssm,384,1,1011100110101010,9.82514,9.96531,9.96531,10.19812,0.06023
MA90,greedy_ssm,384,1,1011100111000110,9.67517,9.91077,9.91077,10.1172,0.06023
MA90,greedy_ssm,384,1,1011100111101011,10.08711,10.19812,10.19812,10.19812,0.06023
MA90,greedy_ssm,384,1,1011101010000010,9.66594,9.77314,9.77314,9.8337,0.06023
MA90,greedy_ssm,384,1,1011101010011110,9.66161,9.76946,9.76946,9.98117,0.06023
MA90,greedy_ssm,384,1,1011101011010001,9.80689,9.95817,9.95817,10.09275,0.06023
MA90,greedy_ssm,384,1,1011101101000000,9.86344,10.0045,10.0045,10.11473,0.06023
MA90,greedy_ssm,384,1,1011101101110010,9.87303,10.01561,10.01561,10.06996,0.06023
MA90,greedy_ssm,384,1,1011101110001100,9.76969,9.94034,9.94034,10.07844,0.06023
MA90,greedy_ssm,384,1,1011101111010000,9.81714,10.04613,10.04613,10.09197,0.06023
MA90,greedy_ssm,384,1,1011101111110000,10.04613,10.05577,10.05577,10.09197,0.06023
MA90,greedy_ssm,384,1,1011101111110001,10.0494,10.09275,10.09275,10.11473,0.06023
MA90,greedy_ssm,384,1,1011110001111101,9.95404,10.07682,10.07682,10.07682,0.06023
MA90,greedy_ssm,384,1,1011110010000101,9.5494,9.81977,9.81977,9.85326,0.06023
MA90,greedy_ssm,384,1,1011110010111111,9.73103,9.95772,9.95772,10.28605,0.06023
MA90,greedy_ssm,384,1,1011110011011011,9.6771,9.94754,9.94754,10.28605,0.06023
MA90,greedy_ssm,384,1,1011110100010100,9.6834,9.83486,9.83486,9.99231,0.06023
MA90,greedy_ssm,384,1,1011111000110010,9.69764,9.83217,9.83217,10.04468,0.06023
MA90,greedy_ssm,384,1,1011111010110100,9.71706,9.94094,9.94094,10.07271,0.06023
MA90,greedy_ssm,384,1,1011111111010000,9.82896,10.05577,10.05577,10.09197,0.06023
MA90,greedy_ssm,384,1,1100000000011100,8.54207,9.45694,9.45694,9.76801,0.06023
MA90,greedy_ssm,384,1,1100000001010110,8.57068,9.30952,9.30952,9.93015,0.06023
MA90,greedy_ssm,384,1,1100000001101110,9.1464,9.81617,9.81617,10.06853,0.06023
MA90,greedy_ssm,384,1,1100000010100111,9.10784,9.62401,9.62401,10.08982,0.06023
MA90,greedy_ssm,384,1,1100000011001001,8.87322,9.44039,9.44039,10.03547,0.06023
MA90,greedy_ssm,384,1,1100000100000111,8.82058,9.70323,9.70323,10.03976,0.06023
MA90,greedy_ssm,384,1,1100000100001000,8.8179,9.66834,9.66834,9.90807,0.06023
MA90,greedy_ssm,384,1,1100000100001100,8.94023,9.70728,9.70728,9.97327,0.06023
MA90,greedy_ssm,384,1,1100000100011110,8.76706,9.6322,9.6322,9.94025,0.06023
MA90,greedy_ssm,384,1,1100000100101000,9.35345,9.79868,9.79868,9.97327,0.06023
MA90,greedy_ssm,384,1,1100000101001000,9.12658,9.69244,9.69244,9.92166,0.06023
MA90,greedy_ssm,384,1,1100000101001101,9.14637,9.70319,9.70319,10.07753,0.06023
MA90,greedy_ssm,384,1,1100000101110100,9.73891,10.00968,10.00968,10.06807,0.06023
MA90,greedy_ssm,384,1,1100000111101110,9.60181,9.95606,9.95606,10.49653,0.06023
MA90,greedy_ssm,384,1,1100001000110110,9.01598,9.62734,9.62734,9.93388,0.06023
MA90,greedy_ssm,384,1,1100001000111110,9.04185,9.64996,9.64996,9.96827,0.06023
MA90,greedy_ssm,384,1,1100001001001110,8.7848,9.56913,9.56913,10.03155,0.06023
MA90,greedy_ssm,384,1,1100001001111001,9.32343,9.90146,9.90146,10.11328,0.06023
MA90,greedy_ssm,384,1,1100001011010001,8.90815,9.74305,9.74305,10.0661,0.06023
MA90,greedy_ssm,384,1,1100001100101000,9.55473,9.89021,9.89021,10.07562,0.06023
MA90,greedy_ssm,384,1,1100001100110101,9.63373,9.89613,9.89613,10.08059,0.06023
MA90,greedy_ssm,384,1,1100001101101100,9.79327,10.05858,10.05858,10.10964,0.06023
MA90,greedy_ssm,384,1,1100001110001000,9.00186,9.73649,9.73649,10.02522,0.06023
MA90,greedy_ssm,384,1,1100001110111100,9.56143,9.99487,9.99487,10.12791,0.06023
MA90,greedy_ssm,384,1,1100010000100111,9.04487,9.76753,9.76753,10.06968,0.06023
MA90,greedy_ssm,384,1,1100010011001010,8.77007,9.51357,9.51357,10.0097,0.06023
MA90,greedy_ssm,384,1,1100010011111000,9.31164,9.89124,9.89124,10.06241,0.06023
MA90,greedy_ssm,384,1,1100010101001010,9.10136,9.72267,9.72267,10.10226,0.06023
MA90,greedy_ssm,384,1,1100010101101010,9.72267,10.0058,10.0058,10.11846,0.06023
MA90,greedy_ssm,384,1,1100010101110011,9.70795,9.96797,9.96797,10.11026,0.06023
MA90,greedy_ssm,384,1,1100011000010100,8.93044,9.73375,9.73375,9.92607,0.06023
MA90,greedy_ssm,384,1,1100011010100110,8.95936,9.58281,9.58281,10.02107,0.06023
MA90,greedy_ssm,384,1,1100011011011011,8.9712,9.66897,9.66897,10.00434,0.06023
MA90,greedy_ssm,384,1,1100011011011110,8.83911,9.64461,9.64461,9.9666,0.06023
MA90,greedy_ssm,384,1,1100011100000111,9.11022,9.76891,9.76891,10.04955,0.06023
MA90,greedy_ssm,384,1,1100011100111000,9.51472,9.90676,9.90676,10.07481,0.06023
MA90,greedy_ssm,384,1,1100011101000011,9.38405,9.8723,9.8723,10.13398,0.06023
MA90,greedy_ssm,384,1,1100011101001100,9.37186,9.87976,9.87976,10.10964,0.06023
MA90,greedy_ssm,384,1,1100011110000000,9.02732,9.62344,9.62344,10.08115,0.06023
MA90,greedy_ssm,384,1,1100011110000101,9.09243,9.74635,9.74635,10.11077,0.06023
MA90,greedy_ssm,384,1,1100011110111110,9.57194,9.88292,9.88292,10.08118,0.06023
MA90,greedy_ssm,384,1,1100011111000011,9.42129,9.84346,9.84346,10.17966,0.06023
MA90,greedy_ssm,384,1,1100011111011110,9.18842,9.73268,9.73268,10.08118,0.06023
MA90,greedy_ssm,384,1,1100100000001010,8.51974,9.12427,9.12427,9.80328,0.06023
MA90,greedy_ssm,384,1,1100100000010100,8.48295,9.18554,9.18554,9.88627,0.06023
MA90,greedy_ssm,384,1,1100100000011011,8.6146,9.36734,9.36734,9.92861,0.06023
MA90,greedy_ssm,384,1,1100100011101000,9.31324,9.78156,9.78156,9.94536,0.06023
MA90,greedy_ssm,384,1,1100100011110100,9.34139,9.7373,9.7373,10.00936,0.06023
MA90,greedy_ssm,384,1,1100100100000110,8.68678,9.35234,9.35234,9.86773,0.06023
MA90,greedy_ssm,384,1,1100100101000011,9.17177,9.73594,9.73594,10.02454,0.06023
MA90,greedy_ssm,384,1,1100100110101001,9.3708,9.72431,9.72431,10.0115,0.06023
MA90,greedy_ssm,384,1,1100100111000100,9.06221,9.61544,9.61544,10.02507,0.06023
MA90,greedy_ssm,384,1,1100100111011000,9.10572,9.70045,9.70045,9.96841,0.06023
MA90,greedy_ssm,384,1,1100100111101011,9.79086,9.97534,9.97534,10.11989,0.06023
MA90,greedy_ssm,384,1,1100101000110101,9.18502,9.67597,9.67597,9.95465,0.06023
MA90,greedy_ssm,384,1,1100101001000010,8.79325,9.31748,9.31748,9.89049,0.06023
MA90,greedy_ssm,384,1,1100101001011001,8.99961,9.6038,9.6038,9.95373,0.06023
MA90,greedy_ssm,384,1,1100101010011000,8.80704,9.52452,9.52452,9.83391,0.06023
MA90,greedy_ssm,384,1,1100101011000010,8.83951,9.39876,9.39876,9.83126,0.06023
MA90,greedy_ssm,384,1,1100101101110011,9.70016,9.95104,9.95104,10.15038,0.06023
MA90,greedy_ssm,384,1,1100101110111110,9.48275,9.82448,9.82448,10.05238,0.06023
MA90,greedy_ssm,384,1,1100101111110111,9.83977,9.95266,9.95266,10.15038,0.06023
MA90,greedy_ssm,384,1,1100110001000110,8.68639,9.1672,9.1672,9.86587,0.06023
MA90,greedy_ssm,384,1,1100110001010101,8.7953,9.3631,9.3631,9.92219,0.06023
MA90,greedy_ssm,384,1,1100110010000011,8.57415,9.24441,9.24441,9.79289,0.06023
MA90,greedy_ssm,384,1,1100110010000100,8.60269,9.19787,9.19787,9.81741,0.06023
MA90,greedy_ssm,384,1,1100110011000011,8.78826,9.58691,9.58691,9.97246,0.06023
MA90,greedy_ssm,384,1,1100110101010001,9.32356,9.84756,9.84756,10.00553,0.06023
MA90,greedy_ssm,384,1,1100111001110001,9.44499,9.83559,9.83559,10.09686,0.06023
MA90,greedy_ssm,384,1,1100111100011010,8.80224,9.52945,9.52945,9.90592,0.06023
MA90,greedy_ssm,384,1,1100111101101110,9.72482,9.93611,9.93611,10.10964,0.06023
MA90,greedy_ssm,384,1,1100111101110010,9.69313,9.92285,9.92285,10.05419,0.06023
MA90,greedy_ssm,384,1,1100111110000111,8.99649,9.6426,9.6426,10.02235,0.06023
MA90,greedy_ssm,384,1,1101000001101000,8.94271,9.67504,9.67504,10.01602,0.06023
MA90,greedy_ssm,384,1,1101000010100101,8.84227,9.50183,9.50183,9.95924,0.06023
MA90,greedy_ssm,384,1,1101000011000100,8.61236,9.11067,9.11067,9.94055,0.06023
MA90,greedy_ssm,384,1,1101000011011100,8.64409,9.28035,9.28035,9.92796,0.06023
MA90,greedy_ssm,384,1,1101000011100111,8.92855,9.79327,9.79327,10.1172,0.06023
MA90,greedy_ssm,384,1,1101000100000110,8.4725,9.11403,9.11403,9.86773,0.06023
MA90,greedy_ssm,384,1,1101000101011001,8.83275,9.79935,9.79935,10.00553,0.06023
MA90,greedy_ssm,384,1,1101000101100010,9.16034,9.79768,9.79768,10.02454,0.06023
MA90,greedy_ssm,384,1,1101000110110101,9.12431,9.73613,9.73613,10.02817,0.06023
MA90,greedy_ssm,384,1,1101000110111001,9.17533,9.70021,9.70021,10.04164,0.06023
MA90,greedy_ssm,384,1,1101000110111101,9.17571,9.79008,9.79008,10.02971,0.06023
MA90,greedy_ssm,384,1,1101000111000101,8.75795,9.53059,9.53059,10.01332,0.06023
MA90,greedy_ssm,384,1,1101001000011110,8.59601,9.20899,9.20899,9.8323,0.06023
MA90,greedy_ssm,384,1,1101001001111000,8.95424,9.76051,9.76051,10.00407,0.06023
MA90,greedy_ssm,384,1,1101001011110010,8.74488,9.62513,9.62513,9.96593,0.06023
MA90,greedy_ssm,384,1,1101001110101011,9.52428,9.85848,9.85848,10.11396,0.06023
MA90,greedy_ssm,384,1,1101001110111101,9.32451,9.90456,9.90456,10.11619,0.06023
MA90,greedy_ssm,384,1,1101001111001010,8.8873,9.69036,9.69036,10.00726,0.06023
MA90,greedy_ssm,384,1,1101001111101001,9.6655,9.97135,9.97135,10.12428,0.06023
MA90,greedy_ssm,384,1,1101010001000101,8.50625,9.10003,9.10003,9.99742,0.06023
MA90,greedy_ssm,384,1,1101010001010011,8.53186,9.13262,9.13262,9.99321,0.06023
MA90,greedy_ssm,384,1,1101010010100010,8.70412,9.27676,9.27676,9.90754,0.06023
MA90,greedy_ssm,384,1,1101010010101100,8.88982,9.44236,9.44236,9.96477,0.06023
MA90,greedy_ssm,384,1,1101010011101000,9.00207,9.84793,9.84793,9.92985,0.06023
MA90,greedy_ssm,384,1,1101010100001100,8.62259,9.29117,9.29117,9.87515,0.06023
MA90,greedy_ssm,384,1,1101010110000110,8.50121,9.09552,9.09552,9.89637,0.06023
MA90,greedy_ssm,384,1,1101010110001110,8.56492,9.16782,9.16782,9.90123,0.06023
MA90,greedy_ssm,384,1,1101010110101110,9.06593,9.63805,9.63805,10.00126,0.06023
MA90,greedy_ssm,384,1,1101010110111001,9.17526,9.73996,9.73996,10.03021,0.06023
MA90,greedy_ssm,384,1,1101010110111011,9.2716,9.76692,9.76692,10.08334,0.06023
MA90,greedy_ssm,384,1,1101010111000110,8.6396,9.49722,9.49722,9.95633,0.06023
MA90,greedy_ssm,384,1,1101011000000110,8.57373,9.22469,9.22469,9.86378,0.06023
MA90,greedy_ssm,384,1,1101011001110110,8.74578,9.66859,9.66859,9.99269,0.06023
MA90,greedy_ssm,384,1,1101011010010111,8.72002,9.47238,9.47238,9.83455,0.06023
MA90,greedy_ssm,384,1,1101011010101100,8.92265,9.59229,9.59229,10.06162,0.06023
MA90,greedy_ssm,384,1,1101011011001000,8.70823,9.6706,9.6706,9.93934,0.06023
MA90,greedy_ssm,384,1,1101011011011011,8.71073,9.59372,9.59372,9.94184,0.06023
MA90,greedy_ssm,384,1,1101011100100111,9.46445,9.84455,9.84455,10.13258,0.06023
MA90,greedy_ssm,384,1,1101011110011100,8.83096,9.48187,9.48187,9.971,0.06023
MA90,greedy_ssm,384,1,1101011110101110,9.34634,9.71155,9.71155,10.00568,0.06023
MA90,greedy_ssm,384,1,1101011111000001,8.91935,9.67935,9.67935,10.05198,0.06023
MA90,greedy_ssm,384,1,1101100011000100,9.11067,9.89233,9.89233,9.95924,0.06023
MA90,greedy_ssm,384,1,1101100100000110,9.10422,9.76596,9.76596,9.94522,0.06023
MA90,greedy_ssm,384,1,1101100101100111,9.94522,10.01348,10.01348,10.14366,0.06023
MA90,greedy_ssm,384,1,1101100110000000,9.16761,9.72012,9.72012,9.98394,0.06023
MA90,greedy_ssm,384,1,1101100110111010,9.63587,9.88776,9.88776,10.11989,0.06023
MA90,greedy_ssm,384,1,1101101000010110,9.20145,9.78486,9.78486,9.89094,0.06023
MA90,greedy_ssm,384,1,1101101000011011,9.51718,9.77831,9.77831,10.00266,0.06023
MA90,greedy_ssm,384,1,1101101000101011,9.59797,9.89881,9.89881,10.09686,0.06023
MA90,greedy_ssm,384,1,1101101001001101,9.52906,9.81717,9.81717,10.0973,0.06023
MA90,greedy_ssm,384,1,1101101001100010,9.72341,9.89049,9.89049,10.07586,0.06023
MA90,greedy_ssm,384,1,1101101010000111,9.50205,9.76204,9.76204,9.95754,0.06023
MA90,greedy_ssm,384,1,1101101011000010,9.2572,9.69706,9.69706,9.9764,0.06023
MA90,greedy_ssm,384,1,1101101011001010,9.41035,9.73153,9.73153,10.03508,0.06023
MA90,greedy_ssm,384,1,1101101011101001,9.85915,10.0327,10.0327,10.12428,0.06023
MA90,greedy_ssm,384,1,1101101110011101,9.52789,9.87391,9.87391,10.11619,0.06023
MA90,greedy_ssm,384,1,1101101110110100,9.82664,9.97835,9.97835,10.11415,0.06023
MA90,greedy_ssm,384,1,1101101111111100,9.93109,10.0644,10.0644,10.13268,0.06023
MA90,greedy_ssm,384,1,1101110000000110,8.87728,9.44771,9.44771,9.96621,0.06023
MA90,greedy_ssm,384,1,1101110000101110,9.49525,9.78726,9.78726,9.96477,0.06023
MA90,greedy_ssm,384,1,1101110001000011,9.08959,9.7664,9.7664,10.00264,0.06023
MA90,greedy_ssm,384,1,1101110001001011,9.14932,9.83688,9.83688,9.99082,0.06023
MA90,greedy_ssm,384,1,1101110010001011,9.07005,9.67295,9.67295,10.06914,0.06023
MA90,greedy_ssm,384,1,1101110011111100,9.76924,9.99686,9.99686,10.06138,0.06023
MA90,greedy_ssm,384,1,1101110111001110,9.56311,9.85884,9.85884,10.11708,0.06023
MA90,greedy_ssm,384,1,1101110111011100,9.66648,9.89573,9.89573,10.06138,0.06023
MA90,greedy_ssm,384,1,1101111000011000,9.43843,9.74705,9.74705,9.89213,0.06023
MA90,greedy_ssm,384,1,1101111001110001,9.76782,9.94778,9.94778,10.07968,0.06023
MA90,greedy_ssm,384,1,1101111010101101,9.63837,9.83055,9.83055,10.11106,0.06023
MA90,greedy_ssm,384,1,1101111100000010,9.29369,9.74062,9.74062,10.05702,0.06023
MA90,greedy_ssm,384,1,1101111101011101,9.75262,10.02416,10.02416,10.15461,0.06023
MA90,greedy_ssm,384,1,1101111110000010,9.19502,9.7415,9.7415,10.01564,0.06023
MA90,greedy_ssm,384,1,1101111110100110,9.68684,9.93689,9.93689,10.08638,0.06023
MA90,greedy_ssm,384,1,1101111111000100,9.70379,10.00656,10.00656,10.10496,0.06023
MA90,greedy_ssm,384,1,1101111111100110,9.82397,10.00869,10.00869,10.14511,0.06023
MA90,greedy_ssm,384,1,1110000000100101,9.70783,9.95674,9.95674,10.08059,0.06023
MA90,greedy_ssm,384,1,1110000011100001,9.93978,10.03158,10.03158,10.08677,0.06023
MA90,greedy_ssm,384,1,1110000101100000,9.81083,10.05147,10.05147,10.11359,0.06023
MA90,greedy_ssm,384,1,1110001001000111,9.70066,9.91913,9.91913,10.13398,0.06023
MA90,greedy_ssm,384,1,1110001001011111,9.70575,9.86839,9.86839,10.10671,0.06023
MA90,greedy_ssm,384,1,1110001010110101,9.6683,9.96224,9.96224,10.12791,0.06023
MA90,greedy_ssm,384,1,1110001010111000,9.66346,9.94282,9.94282,10.11328,0.06023
MA90,greedy_ssm,384,1,1110001011001011,9.77994,9.94173,9.94173,10.12906,0.06023
MA90,greedy_ssm,384,1,1110001100001101,9.75002,9.99769,9.99769,10.0947,0.06023
MA90,greedy_ssm,384,1,1110001100011101,9.74662,9.92725,9.92725,10.12791,0.06023
MA90,greedy_ssm,384,1,1110001100011110,9.73379,9.88195,9.88195,9.99487,0.06023
MA90,greedy_ssm,384,1,1110001100100100,9.9628,10.04229,10.04229,10.11977,0.06023
MA90,greedy_ssm,384,1,1110001101100001,10.08157,10.13398,10.13398,10.13398,0.06023
MA90,greedy_ssm,384,1,1110001110010101,9.70396,9.96224,9.96224,10.12791,0.06023
MA90,greedy_ssm,384,1,1110001110101110,9.8979,10.00687,10.00687,10.17099,0.06023
MA90,greedy_ssm,384,1,1110001111001001,9.86483,10.11387,10.11387,10.17966,0.06023
MA90,greedy_ssm,384,1,1110010000100010,9.50311,9.81753,9.81753,10.03739,0.06023
MA90,greedy_ssm,384,1,1110010001010000,9.43016,9.91876,9.91876,10.0905,0.06023
MA90,greedy_ssm,384,1,1110010101101011,10.10226,10.11846,10.11846,10.49653,0.06023
MA90,greedy_ssm,384,1,1110010110010010,9.47219,9.74879,9.74879,10.0905,0.06023
MA90,greedy_ssm,384,1,1110010110101110,9.86478,10.00361,10.00361,10.49653,0.06023
MA90,greedy_ssm,384,1,1110010110111010,9.79793,9.96911,9.96911,10.52605,0.06023
MA90,greedy_ssm,384,1,1110011000000010,9.58869,9.73982,9.73982,9.75824,0.06023
MA90,greedy_ssm,384,1,1110011000000110,9.51131,9.72181,9.72181,9.95547,0.06023
MA90,greedy_ssm,384,1,1110011000100001,9.75233,10.00443,10.00443,10.17966,0.06023
MA90,greedy_ssm,384,1,1110011001001101,9.69252,10.02333,10.02333,10.12477,0.06023
MA90,greedy_ssm,384,1,1110011010100111,9.77289,9.95849,9.95849,10.12854,0.06023
MA90,greedy_ssm,384,1,1110011100000101,9.65682,9.93462,9.93462,10.11544,0.06023
MA90,greedy_ssm,384,1,1110011100101111,9.95712,10.07595,10.07595,10.13303,0.06023
MA90,greedy_ssm,384,1,1110011101111111,10.04511,10.0833,10.0833,10.09874,0.06023
MA90,greedy_ssm,384,1,1110011111001110,9.72491,10.02238,10.02238,10.12477,0.06023
MA90,greedy_ssm,384,1,1110100000001101,9.28652,9.62796,9.62796,9.99082,0.06023
MA90,greedy_ssm,384,1,1110100000110001,9.53236,9.9485,9.9485,10.11719,0.06023
MA90,greedy_ssm,384,1,1110100001111100,9.69435,9.87618,9.87618,9.98759,0.06023
MA90,greedy_ssm,384,1,1110100010000010,9.18765,9.49156,9.49156,9.88635,0.06023
MA90,greedy_ssm,384,1,1110100100001101,9.44229,9.81649,9.81649,10.02438,0.06023
MA90,greedy_ssm,384,1,1110100101001110,9.43741,9.69798,9.69798,10.07106,0.06023
MA90,greedy_ssm,384,1,1110100101101001,9.48418,9.93993,9.93993,10.12428,0.06023
MA90,greedy_ssm,384,1,1110100101110101,9.79209,10.01795,10.01795,10.08059,0.06023
MA90,greedy_ssm,384,1,1110100110000010,9.30378,9.59931,9.59931,9.91594,0.06023
MA90,greedy_ssm,384,1,1110100110100000,9.60134,9.8558,9.8558,10.05244,0.06023
MA90,greedy_ssm,384,1,1110100110101111,9.75979,10.01095,10.01095,10.49653,0.06023
MA90,greedy_ssm,384,1,1110100111000110,9.41463,9.77776,9.77776,10.08982,0.06023
MA90,greedy_ssm,384,1,1110100111100111,9.98081,10.1172,10.1172,10.14958,0.06023
MA90,greedy_ssm,384,1,1110101010000000,9.56834,9.8147,9.8147,9.9764,0.06023
MA90,greedy_ssm,384,1,1110101101000010,9.60654,9.8502,9.8502,10.13398,0.06023
MA90,greedy_ssm,384,1,1110101101111011,10.03142,10.05888,10.05888,10.13717,0.06023
MA90,greedy_ssm,384,1,1110101110110100,9.963,10.0094,10.0094,10.11415,0.06023
MA90,greedy_ssm,384,1,1110101111001111,9.86544,10.09302,10.09302,10.14511,0.06023
MA90,greedy_ssm,384,1,1110101111010111,9.82056,9.94823,9.94823,10.15038,0.06023
MA90,greedy_ssm,384,1,1110110000010111,9.23424,9.74289,9.74289,9.97086,0.06023
MA90,greedy_ssm,384,1,1110110000011010,9.12826,9.54936,9.54936,9.79988,0.06023
MA90,greedy_ssm,384,1,1110110010101110,9.3542,9.79401,9.79401,10.00126,0.06023
MA90,greedy_ssm,384,1,1110110100110111,9.77615,9.97086,9.97086,10.08772,0.06023
MA90,greedy_ssm,384,1,1110110101111100,9.65281,9.97991,9.97991,10.10964,0.06023
MA90,greedy_ssm,384,1,1110110111011100,9.70928,9.89573,9.89573,10.06138,0.06023
MA90,greedy_ssm,384,1,1110111001010011,9.60355,9.8238,9.8238,10.05419,0.06023
MA90,greedy_ssm,384,1,1110111001101110,9.75732,9.93611,9.93611,10.10964,0.06023
MA90,greedy_ssm,384,1,1110111010000011,9.54619,9.67203,9.67203,9.92225,0.06023
MA90,greedy_ssm,384,1,1110111010010100,9.50121,9.75941,9.75941,9.99138,0.06023
MA90,greedy_ssm,384,1,1110111010110010,9.39174,9.75076,9.75076,10.01818,0.06023
MA90,greedy_ssm,384,1,1110111011010010,9.47635,9.71799,9.71799,10.02417,0.06023
MA90,greedy_ssm,384,1,1110111011101100,9.81933,10.06162,10.06162,10.11106,0.06023
MA90,greedy_ssm,384,1,1110111100011000,9.62583,9.82776,9.82776,10.02578,0.06023
MA90,greedy_ssm,384,1,1110111101111001,9.95337,10.05493,10.05493,10.15461,0.06023
MA90,greedy_ssm,384,1,1110111111100100,9.99501,10.1197,10.1197,10.13012,0.06023
MA90,greedy_ssm,384,1,1111000011000000,9.04134,9.45819,9.45819,9.9764,0.06023
MA90,greedy_ssm,384,1,1111000011001000,9.01868,9.50631,9.50631,9.94536,0.06023
MA90,greedy_ssm,384,1,1111000100110100,9.56098,9.90496,9.90496,10.0549,0.06023
MA90,greedy_ssm,384,1,1111000100111110,9.62193,9.90894,9.90894,10.03627,0.06023
MA90,greedy_ssm,384,1,1111000111010111,9.42736,9.86559,9.86559,10.12203,0.06023
MA90,greedy_ssm,384,1,1111001000111100,9.35346,9.87946,9.87946,10.0387,0.06023
MA90,greedy_ssm,384,1,1111001001010011,9.19709,9.74348,9.74348,10.08075,0.06023
MA90,greedy_ssm,384,1,1111001100011010,9.25867,9.73314,9.73314,10.00266,0.06023
MA90,greedy_ssm,384,1,1111001111101110,9.80073,10.01249,10.01249,10.14511,0.06023
MA90,greedy_ssm,384,1,1111001111111100,9.79755,10.0644,10.0644,10.13268,0.06023
MA90,greedy_ssm,384,1,1111010001100011,9.50205,9.99563,9.99563,10.08781,0.06023
MA90,greedy_ssm,384,1,1111010011010100,9.12407,9.67296,9.67296,10.07925,0.06023
MA90,greedy_ssm,384,1,1111010011110000,9.60788,9.87018,9.87018,10.09197,0.06023
MA90,greedy_ssm,384,1,1111010100101110,9.58306,9.90614,9.90614,10.1045,0.06023
MA90,greedy_ssm,384,1,1111010101001001,9.31796,9.75482,9.75482,10.10278,0.06023
MA90,greedy_ssm,384,1,1111010101101010,9.59098,10.0058,10.0058,10.11846,0.06023
MA90,greedy_ssm,384,1,1111010110101010,9.55882,9.87685,9.87685,10.02168,0.06023
MA90,greedy_ssm,384,1,1111011011011111,9.29914,9.86011,9.86011,10.10263,0.06023
MA90,greedy_ssm,384,1,1111011011100000,9.70174,9.99872,9.99872,10.09825,0.06023
MA90,greedy_ssm,384,1,1111011011111010,9.56546,9.89982,9.89982,10.10152,0.06023
MA90,greedy_ssm,384,1,1111011100011010,9.24932,9.75729,9.75729,10.05758,0.06023
MA90,greedy_ssm,384,1,1111100000110000,9.84746,9.9719,9.9719,10.00235,0.06023
MA90,greedy_ssm,384,1,1111100001001001,9.44601,9.76242,9.76242,10.09328,0.06023
MA90,greedy_ssm,384,1,1111100001001011,9.67902,9.95807,9.95807,10.09686,0.06023
MA90,greedy_ssm,384,1,1111100001011001,9.69601,9.83417,9.83417,10.02522,0.06023
MA90,greedy_ssm,384,1,1111100001110101,9.84715,9.97237,9.97237,10.12203,0.06023
MA90,greedy_ssm,384,1,1111100010100001,9.87132,9.92851,9.92851,9.96804,0.06023
MA90,greedy_ssm,384,1,1111100010110000,9.80731,9.92838,9.92838,10.03478,0.06023
MA90,greedy_ssm,384,1,1111100011001111,9.62888,9.93752,9.93752,10.12971,0.06023
MA90,greedy_ssm,384,1,1111100100001000,9.74513,9.91735,9.91735,10.04728,0.06023
MA90,greedy_ssm,384,1,1111100100010010,9.65482,9.83944,9.83944,9.9719,0.06023
MA90,greedy_ssm,384,1,1111100101010110,9.61867,9.85894,9.85894,10.12203,0.06023
MA90,greedy_ssm,384,1,1111100110100111,10.01603,10.1172,10.1172,10.14958,0.06023
MA90,greedy_ssm,384,1,1111100111101001,10.0403,10.12428,10.12428,10.12428,0.06023
MA90,greedy_ssm,384,1,1111100111101010,9.8883,10.10745,10.10745,10.11989,0.06023
